NVT Name,Summary,Vulnerability Insight,Impact,target,id
Apache Tomcat Multiple Vulnerabilities (Jun 2025) - Linux,Apache Tomcat is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2025-48976: Denial of service (DoS) in Apache Commons FileUpload

  - CVE-2025-48988: DoS in multipart upload

  - CVE-2025-49125: Security constraint bypass for pre/post-resources",,High,81d2600e-ff75-4e74-9324-e926c38f7d76
Apache HTTP Server 2.4.30 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,"Apache HTTP Server is prone to a HTTP request smuggling
  vulnerability.","HTTP Response Smuggling vulnerability via mod_proxy_uwsgi.

  Special characters in the origin response header can truncate/split the response forwarded to the
  client.",,High,3c28b507-ddb4-4565-a979-43d1b8d7eb09
Eclipse GlassFish Detection (HTTP),HTTP based detection of Eclipse GlassFish.,,,Log,3869de81-75dd-4bff-8c36-95c9afb86260
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,c7d88917-5a14-4f71-8bda-33d3602cdf98
Red Hat WildFly < 20.0.0 Multiple Vulnerabilities,Red Hat WildFly is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2020-10740: A remote deserialization attack is possible in the Enterprise Application Beans
  (EJB) due to lack of validation/filtering capabilities in wildfly.orf.

  - CVE-2020-1719: The EJBContext principle is not popped back after invoking another EJB using a
  different Security Domain. The highest threat from this vulnerability is to data confidentiality
  and integrity.",,High,85730d27-7afc-48a1-b81c-00f2a060a724
SSH Server type and version,"This detects the SSH Server's type and version by connecting to
  the server and processing the buffer received.","This information gives potential attackers additional
  information about the system they are attacking. Versions and Types should be omitted where
  possible.",,Log,4adad0cc-be68-48e1-90c5-b02486e4f177
Oracle MySQL Server <= 5.5.50 / 5.6 <= 5.6.31 / 5.7 <= 5.7.13 Security Update (cpuoct2016) - Linux,Oracle MySQL Server is prone to an unspecified vulnerability.,"The flaw exists due to an unspecified error in the 'Server: DML'
  component.","Successful exploitation of this vulnerability will allow a remote
  authenticated user to cause denial of service conditions.",Medium,be3fef20-b0a1-417d-bb09-f61e778fc2c0
Oracle Mysql Security Updates (jan2017-2881727) 04 - Linux,Oracle MySQL is prone to an unspecified vulnerability.,"The flaw exists due to an unspecified
  error in sub component 'Server: Charsets'.","Successful exploitation of this
  vulnerability will allow remote to have some unspecified impact on
  availability.",Medium,acf5ea32-ad43-4d46-a904-694385e94097
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,1113d75c-995b-471c-8549-9e345bd58b09
PHP 4.3.x < 5.2.7 Buffer Overflow Vulnerability,PHP is prone to a buffer overflow vulnerability.,"An error exists in mbfilter_htmlent.c file in the mbstring
  extension. These can be exploited via mb_convert_encoding, mb_check_encoding,
  mb_convert_variables, and mb_parse_str functions.","Successful exploitation could allow attackers to execute
  arbitrary code via a crafted string containing an HTML entity.",Critical,5d160cac-9286-4673-96dd-1ce282fbcf29
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,Log,62e3cc28-4847-4894-8182-677a871f6d6b
Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux,"Apache HTTP Server is prone to a Server Side Includes (SSI)
  vulnerability.","Apache HTTP Server with SSI enabled and mod_cgid (but not
  mod_cgi) passes the shell-escaped query string to #exec cmd='...' directives.",,Medium,6f9881b5-c89c-48c9-98d9-2639ff1f82bd
openssh-server Forced Command Handling Information Disclosure Vulnerability,"The auth_parse_options function in auth-options.c in sshd in
  OpenSSH before 5.7 provides debug messages containing authorized_keys command options, which
  allows remote authenticated users to obtain potentially sensitive information by reading these
  messages, as demonstrated by the shared user account required by Gitolite.

  NOTE: this can cross privilege boundaries because a user account may intentionally have no shell
  or filesystem access, and therefore may have no nupported way to read an authorized_keys file in
  its own home directory.",,,Low,76722e59-bbb5-497e-9458-66b7e00c880b
phpLDAPadmin Detection (HTTP),HTTP based detection of phpLDAPadmin.,,,Log,61ae811d-4d14-4b40-8cd3-d25b8ed3c58b
ISC BIND Buffer Overflow Vulnerability (CVE-2021-25216) - Linux,ISC BIND is prone to a buffer overflow vulnerability.,"GSS-TSIG is an extension to the TSIG protocol which is intended
  to support the secure exchange of keys for use in verifying the authenticity of communications
  between parties on a network.

  SPNEGO is a negotiation mechanism used by GSSAPI, the application protocol interface for GSS-TSIG.

  The SPNEGO implementation used by BIND has been found to be vulnerable to a buffer overflow attack.","BIND servers are vulnerable if they are running an affected version
  and are configured to use GSS-TSIG features.

  In a configuration which uses BIND's default settings the vulnerable code path is not exposed, but
  a server can be rendered vulnerable by explicitly setting values for the tkey-gssapi-keytab or
  tkey-gssapi-credential configuration options.

  Although the default configuration is not vulnerable, GSS-TSIG is frequently used in networks where
  BIND is integrated with Samba, as well as in mixed-server environments that combine BIND servers
  with Active Directory domain controllers. For servers that meet these conditions, the ISC SPNEGO
  implementation is vulnerable to various attacks, depending on the CPU architecture for which BIND
  was built:

  - For named binaries compiled for 64-bit platforms, this flaw can be used to trigger a buffer
    over-read, leading to a server crash.

  - For named binaries compiled for 32-bit platforms, this flaw can be used to trigger a server
    crash due to a buffer overflow and possibly also to achieve remote code execution.",Critical,1c30542c-3491-44eb-aaa5-3379d169ae1c
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,8fa74f39-7a6b-4dcb-935c-11f689c164e0
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,9cdfeb03-a283-4bea-92be-7b0cd74f63ee
Samba End of Life (EOL) Detection,"The Samba version on the remote host has reached the end of life
  (EOL) and should not be used anymore.",,"An EOL version of Samba is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.",Critical,7e70df3c-008e-4439-9059-a7ad02cd4ef6
PHP <= 5.6.0 PEAR Symlink Attack Vulnerability,"PHP is prone to a symlink attack vulnerability in the included
  PEAR installer.","The PEAR_REST class in REST.php in PEAR allows local users to
  write to arbitrary files via a symlink attack on a (1) rest.cachefile or (2) rest.cacheid file in
  /tmp/pear/cache/, related to the retrieveCacheFirst and useLocalCache functions.",,Low,e846455d-26a6-4a2b-b188-2f044ce16819
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,Log,c66e70f2-1291-4f7d-aee3-0ed11cd10344
PHP Security Bypass and File Writing Vulnerabilities (Dec 2008),"PHP is prone to a security bypass and a file writing
  vulnerability.","The following flaws exist:

  - CVE-2008-5624: Error in initialization of 'page_uid' and 'page_gid' global variables for use by
  the SAPI 'php_getuid' function, which bypass the safe_mode restrictions.

  - CVE-2008-5625: 'error_log' safe_mode restrictions are not enforced when 'safe_mode' is enabled
  through a 'php_admin_flag' setting in 'httpd.conf' file.

  - CVE-2008-5658: Directory traversal vulnerability in 'ZipArchive::extractTo' function which
  allows attacker to write files via a ZIP file.","Successful exploitation could allow remote attackers to write
  arbitrary file, bypass security restrictions and cause directory traversal attacks.",High,2b7f4562-8092-40ad-bf25-4b7bff1cda05
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,e8597edc-57bc-4036-b6e0-42e8e9e4c93c
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.","For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more.",,Log,b4dfa3d2-f0b7-4b54-b75d-176fca6db5c3
"PHP < 5.6.30, 7.x < 7.0.15, 7.1.x < 7.1.1 Multiple Vulnerabilities (Jan 2017) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2016-10161: Heap out of bounds read on unserialize in finish_nested_data()

  - CVE-2016-10158: FPE when parsing a tag format

  - CVE-2016-10168: Signed Integer Overflow gd_io.c

  - CVE-2016-10167: DOS vulnerability in gdImageCreateFromGd2Ctx()

  - CVE-2017-11147: Seg fault when loading hostile phar

  - CVE-2016-10160: Memory corruption when loading hostile phar

  - CVE-2016-10159: Crash while loading hostile phar archive",,Critical,4294182c-9938-431d-b467-9a31649bbaa1
"PHP < 5.6.33, 7.x < 7.0.27, 7.1.x < 7.1.13, 7.2.x < 7.2.1 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2018-5712: Input validation error on the PHAR 404 error page via the URI of a request for a
  .phar file.

  - CVE-2018-5711: Integer signedness error in gd_gif_in.c in the GD Graphics Library (aka
  libgd).","Successfully exploiting these issues allows attacker to execute
  arbitrary script code in the browser of an unsuspecting user in the context of the affected site.
  This may allow the attacker to steal cookie-based authentication credentials and to launch other
  attacks and will also lead to a denial of service and exhausting the server resources.",Medium,177ed988-9cc1-4528-a582-24ffc8e3fae2
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,536aa524-c4cd-43ed-a9e9-f39ad582fee2
Apache HTTP Server Detection Consolidation,Consolidation of Apache HTTP Server detections.,,,Log,12580c7d-087f-48ae-bf07-c24bb5012379
Services,This plugin performs service detection.,"This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.",,Log,c087f8f4-718b-47ac-b8c3-911e7a209c25
phpMyAdmin < 4.9.0 CSRF Vulnerability (PMASA-2019-4) - Linux,phpMyAdmin is prone to a CSRF vulnerability.,"A vulnerability was found that allows an attacker to trigger a CSRF attack
  against a phpMyAdmin user. The attacker can trick the user, for instance through a broken <img> tag pointing at
  the victim's phpMyAdmin database, and the attacker can potentially deliver a payload (such as a specific INSERT
  or DELETE statement) through the victim.",,Medium,d873d189-9830-47fb-b3c7-39e9b8250597
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,7101e3d1-cb36-476b-8cfa-ba74635b2ebf
"PHP < 5.6.35, 7.x < 7.0.29, 7.1.x < 7.1.16, 7.2.x < 7.2.4 Security Bypass Vulnerability (May 2018) - Linux",PHP is prone to a security bypass vulnerability.,"The flaw exists as the dumpable FPM child processes allow
  bypassing opcache access controls.","Successful exploitation will allow an attacker to bypass
  security restrictions and access sensitive configuration data for other accounts directly in the
  PHP worker process's memory.",Medium,1f6669dd-62c5-4bd4-b8e9-3d86441ec2e5
SSH Server type and version,"This detects the SSH Server's type and version by connecting to
  the server and processing the buffer received.","This information gives potential attackers additional
  information about the system they are attacking. Versions and Types should be omitted where
  possible.",,Log,4d330b42-e897-4f5e-9dfd-40890583c080
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2022-26377: mod_proxy_ajp: Possible request smuggling

  - CVE-2022-28614: Read beyond bounds via ap_rwrite()

  - CVE-2022-28615: Read beyond bounds in ap_strcmp_match()

  - CVE-2022-29404: Denial of service in mod_lua r:parsebody

  - CVE-2022-30556: Information disclosure in mod_lua with websockets

  - CVE-2022-31813: mod_proxy X-Forwarded-For dropped by hop-by-hop mechanism",,Critical,64ad8cf1-2201-4744-a26b-929339d481c2
Apache HTTP Server Multiple Remote Denial of Service Vulnerabilities,"Apache HTTP Server is prone to multiple remote denial-of-service
  vulnerabilities.",,"An attacker can exploit these issues to deny service to
  legitimate users.",Medium,00a3cc9b-c6c5-4c3f-88dc-1b51888a1e4e
"PHP 5.4.x < 5.4.40, 5.5.x < 5.5.22, 5.6.x < 5.6.6 RCE Vulnerability (Jul 2015) - Linux","PHP is prone to a remote code execution (RCE)
  vulnerability.","The flaw is due to Use-after-free vulnerability in the
  'phar_rename_archive' function in 'phar_object.c' script","Successfully exploiting this issue allow remote attackers to
  execute arbitrary code on the target system.",High,c3ccfb6f-9726-44f1-82c2-c40d861e96f5
Apache HTTP Server < 2.4.55 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2006-20001: mod_dav out of bounds read, or write of zero byte

  - CVE-2022-36760: Possible request smuggling in mod_proxy_ajp

  - CVE-2022-37436: mod_proxy allows a backend to trigger HTTP response splitting",,Critical,b8d0acfe-a5c4-4ac8-a22f-18bc67a5bfd7
"PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Inadequate boundary checks on user-supplied input by 'phar_fix_filepath' function in
  'ext/phar/phar.c' script.

  - Improper validation of file pointer in the 'phar_convert_to_other' function in
  'ext/phar/phar_object.c' script.","Successfully exploiting these issues allow remote attackers to
  execute arbitrary code in the context of the PHP process. Failed exploit attempts will likely
  crash the webserver.",Critical,a89b2c4a-16f9-4b18-ac6f-0e3e5c442dbf
Eclipse Jetty DoS Vulnerability (GHSA-7hcf-ppf8-5w5h) - Linux,"Eclipse Jetty is prone to a denial of service (DoS)
  vulnerability.","There exists a security vulnerability in Jetty's DosFilter
  which can be exploited by unauthorized users to cause remote denial of service (DoS) attack on
  the server using DosFilter. By repeatedly sending crafted requests, attackers can trigger
  OutofMemory errors and exhaust the server's memory finally.",,High,7af0f5b1-011d-4ae5-bfd8-deb8016310d0
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,Log,849eb0c2-873a-45ba-ab3c-77e1874bb337
jQuery < 3.4.0 Object Extensions Vulnerability,"jQuery is prone to multiple vulnerabilities regarding property
  injection in Object.prototype.","The following flaws exist:

  - CVE-2019-5428: A prototype pollution vulnerability exists that allows an attacker to inject
  properties on Object.prototype.

  - CVE-2019-11358: jQuery mishandles jQuery.extend(true, {}, ...) because of Object.prototype
  pollution. If an unsanitized source object contained an enumerable __proto__ property, it could
  extend the native Object.prototype.",,Medium,60e63d42-0b7e-4c85-ab2f-488ad81eadf6
Drupal Core Multiple Security Vulnerabilities (SA-CORE-2018-006) - Linux,Drupal is prone to multiple security vulnerabilities.,"Drupal is prone to the following vulnerabilities:

  - In some conditions, content moderation fails to check a
  users access to use certain transitions, leading to an access bypass.

  - The path module allows users with the 'administer paths' to create pretty URLs for content.
  In certain circumstances the user can enter a particular path that triggers an open redirect to a malicious url.

  - Drupal core and contributed modules frequently use a 'destination' query string parameter
  in URLs to redirect users to a new destination after completing an action on the current page.
  Under certain circumstances, malicious users can use this parameter to construct a URL that will
  trick users into being redirected to a 3rd party website, thereby exposing the users to potential
  social engineering attacks.

  - When sending email some variables were not being sanitized for shell arguments,
  which could lead to remote code execution.

  - The Contextual Links module doesn't sufficiently validate the requested contextual links.
  This vulnerability is mitigated by the fact that an attacker must have a role with the permission 'access contextual links'.",,Medium,cd5e12a8-f0bf-43b4-9368-d2892c8dc32f
"PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux",PHP is prone to an XML external entity (XXE) vulnerability.,"The flaw is due to script 'ext/libxml/libxml.c' does not
  isolate each thread from 'libxml_disable_entity_loader' when PHP-FPM is used.","Successfully exploiting this issue allow remote attackers to
  conduct XML External Entity (XXE) and XML Entity Expansion (XEE) attacks.",Critical,bf10ef48-31c2-4c17-a26e-67632e336759
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,49599bdb-a2af-4038-a9c5-8ee5fda2a764
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,"Apache HTTP Server is prone to a HTTP request smuggling
  vulnerability.","Some mod_proxy configurations allow a HTTP Request Smuggling
  attack.

  Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or
  ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied
  request-target (URL) data and is then re-inserted into the proxied request-target using variable
  substitution.","Request splitting/smuggling could result in bypass of access
  controls in the proxy server, proxying unintended URLs to existing origin servers, and cache
  poisoning.",Critical,45ac49ce-db0a-4d43-a2b4-bdcd2861f79e
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,8df8f4aa-54e6-4ec5-9418-81606413695e
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,264d1500-802e-433e-b06a-564c69df8af3
Services,This plugin performs service detection.,"This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.",,Log,32cb2ece-b485-4d3f-88a3-a1829f09c87e
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.","For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more.",,Log,efd83496-24d2-4214-8b15-91e732ac0345
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,Log,357bdaa0-c3a6-42bc-891c-337015188a75
FTP Banner Detection,This script detects and reports a FTP Server Banner.,,,Log,6a2c251f-856f-4697-890b-8468e37f0777
Elasticsearch End of Life (EOL) Detection,"The Elasticsearch version on the remote host has reached
  the End of Life (EOL) and should not be used anymore.",,"An EOL version of Elasticsearch is not receiving any security
  updates from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to
  compromise the security of this host.",Critical,7ff914cb-e221-4022-b2e6-31d6aaa2232d
phpMyAdmin < 4.9.2 Multiple Vulnerabilities (PMASA-2019-5) - Linux,phpMyAdmin is prone to multiple vulnerabilities.,"phpMyAdmin is prone to multiple vulnerabilities:

  - SQL injection vulnerability (CVE-2019-18622)

  - Certain Git information is not escaped (CVE-2019-19617)",,Critical,d23e46e5-3a44-4b87-888e-3c0d1d43202f
"PHP < 8.2.30, 8.3.x < 8.3.29, 8.4.x < 8.4.16 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - CVE-2025-14177: Information leak of memory in getimagesize

  - CVE-2025-14178: Heap buffer overflow in array_merge()

  - CVE-2025-14180: PDO quoting result null deref

  - No CVE: Null byte termination in dns_get_record()",,High,bc6f64e0-2121-4142-9056-035244bbf87d
Samba DoS Vulnerability (CVE-2020-10704),Samba is prone to a denial of service vulnerability.,"A LDAP Denial of Service (stack overflow) was found in Samba AD DC.
  A deeply nested filter in an un-authenticated LDAP search can exhaust the LDAP server's stack memory
  causing a SIGSEGV.",,High,a9d10bdc-221b-4208-ba25-7c6bb21aefec
Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2022-22719: mod_lua Use of uninitialized value of in r:parsebody

  - CVE-2022-22720: HTTP request smuggling vulnerability

  - CVE-2022-22721: Possible buffer overflow with very large or unlimited LimitXMLRequestBody

  - CVE-2022-23943: mod_sed: Read/write beyond bounds",,Critical,689d6a01-d08a-40ab-ad5f-4f0681fb99c1
"PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Inadequate boundary checks on user-supplied input by 'phar_fix_filepath' function in
  'ext/phar/phar.c' script.

  - Improper validation of file pointer in the 'phar_convert_to_other' function in
  'ext/phar/phar_object.c' script.","Successfully exploiting these issues allow remote attackers to
  execute arbitrary code in the context of the PHP process. Failed exploit attempts will likely
  crash the webserver.",Critical,6c965bb6-91c4-4a67-889a-c98fc18cbd8e
"PHP < 8.1.33, 8.2.x < 8.2.29, 8.3.x < 8.3.23, 8.4.x < 8.4.10 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2025-1220: Null byte termination in hostnames

  - CVE-2025-1735: pgsql extension does not check for errors during escaping

  - CVE-2025-6491: NULL pointer dereference in PHP SOAP extension via large XML namespace prefix",,High,4670ac4e-b9a9-45d5-b116-2d5e704a7478
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2022-26377: mod_proxy_ajp: Possible request smuggling

  - CVE-2022-28614: Read beyond bounds via ap_rwrite()

  - CVE-2022-28615: Read beyond bounds in ap_strcmp_match()

  - CVE-2022-29404: Denial of service in mod_lua r:parsebody

  - CVE-2022-30556: Information disclosure in mod_lua with websockets

  - CVE-2022-31813: mod_proxy X-Forwarded-For dropped by hop-by-hop mechanism",,Critical,0aeaab81-af74-472f-b6cd-09e414098036
Apache HTTP Server mod_proxy_ftp Wildcard Characters XSS Vulnerability,Apache HTTP Server is prone to a cross-site scripting vulnerability.,"Input passed to the module mod_proxy_ftp with wildcard character
  is not properly sanitized before returning to the user.",Remote attackers can execute arbitrary script code.,Medium,b00ce565-196f-4f2b-8e87-b25043c6c87f
"PHP 7.1.x < 7.1.28, 7.2.x < 7.2.17, 7.3.x < 7.3.4 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2019-11034, CVE-2019-11035: Information disclosure / denial of service (DoS)",,Critical,de10453e-ceb2-45f1-99fa-ed7e5aab6757
Apache HTTP Server Multiple Vulnerabilities (Apr 2018) - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Multiple flaws exist due to:

  - Apache HTTP Server fails to correctly generate the nonce sent to prevent
    reply attacks.

  - Misconfigured mod_session variable, HTTP_SESSION.

  - Apache HTTP Server fails to sanitize the expression specified in '<FilesMatch>'.

  - An error in Apache HTTP Server 'mod_authnz_ldap' when configured with
    AuthLDAPCharsetConfig.

  - Apache HTTP Server fails to sanitize against a specially crafted request.","Successful exploitation will allow an attacker
  to replay HTTP requests across servers without detection, influence the user
  content, upload a malicious file, crash the Apache HTTP Server and perform
  denial of service attack.",Critical,52328c38-35b6-4c0c-b88d-ba2ca0d4bd02
Apache HTTP Server 2.4.0 < 2.4.42 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Apache HTTP Server is prone to multiple vulnerabilities:

  - mod_rewrite CWE-601 open redirect (CVE-2020-1927)

  - mod_proxy_ftp use of uninitialized value (CVE-2020-1934)",,Medium,f0fa90a6-8d93-4988-8438-4275f4f1e185
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.","For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more.",,Log,c83f4a8f-e387-4523-9180-1c54153ef9a3
"PHP < 5.6.25, 7.x < 7.0.10 Multiple Vulnerabilities (Sep 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Invalid wddxPacket XML document that is mishandled in a wddx_deserialize call in
  'ext/wddx/wddx.c' script.

  - Error in 'php_wddx_pop_element' function in 'ext/wddx/wddx.c' script.

  - An error in 'php_wddx_process_data' function in 'ext/wddx/wddx.c' script.

  - Improper handling of the case of a thumbnail offset that exceeds the file size in
  'exif_process_IFD_in_TIFF' function in 'ext/exif/exif.c' script.

  - Improper validation of gamma values in 'imagegammacorrect' function in 'ext/gd/gd.c' script.

  - Improper validation of number of colors in 'imagegammacorrect' function in 'ext/gd/gd.c' script.

  - The script 'ext/session/session.c' skips invalid session names in a way that triggers incorrect
  parsing.

  - Improper handling of certain objects in 'ext/standard/var_unserializer.c' script.","Successfully exploiting this issue allow remote attackers to
  cause a denial of service, to obtain sensitive information from process memory, to inject
  arbitrary-type session data by leveraging control of a session name.",Critical,fe59ff6e-56d1-4a47-b5df-530b93e8789e
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,9a79c4f3-a51c-4b84-a554-7b0df26a0745
"PHP < 8.1.28, 8.2.x < 8.2.18, 8.3.x < 8.3.6 Security Update (GHSA-h746-cjrr-wfmr) - Linux",PHP is prone to a vulnerability in password_verify.,"If a password stored with password_hash starts with a null
  byte (\x00), testing a blank string as the password via password_verify will incorrectly return
  true.

  If a user were able to create a password with a leading null byte (unlikely, but syntactically
  valid), an attacker could trivially compromise the victim's account by attempting to sign in with
  a blank string.",,Medium,e4c835de-453f-43c5-992e-e44b428a1c4c
Apache HTTP Server Multiple Vulnerabilities (Apr 2018) - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Multiple flaws exist due to:

  - Apache HTTP Server fails to correctly generate the nonce sent to prevent
    reply attacks.

  - Misconfigured mod_session variable, HTTP_SESSION.

  - Apache HTTP Server fails to sanitize the expression specified in '<FilesMatch>'.

  - An error in Apache HTTP Server 'mod_authnz_ldap' when configured with
    AuthLDAPCharsetConfig.

  - Apache HTTP Server fails to sanitize against a specially crafted request.","Successful exploitation will allow an attacker
  to replay HTTP requests across servers without detection, influence the user
  content, upload a malicious file, crash the Apache HTTP Server and perform
  denial of service attack.",Critical,6647bf07-f20c-4ec2-a9de-ebaec5cff788
PHP 5.5.x < 5.5.15 Multiple Use After Free Vulnerabilities (Jul 2014),PHP is prone to multiple use after free vulnerabilities.,"An use-after-free error exists in the ext/spl/spl_dllist.c
  file in the SPL component.","Successful exploitation will allow remote attackers to conduct
  denial of service attacks or possibly have some other unspecified impact.",Medium,d84a36ac-a499-42e5-9220-d2766d9b6441
Apache HTTP Server mod_auth_digest DoS Vulnerability - Linux,Apache HTTP Server is prone to a denial of service (DoS) vulnerability.,"The flaw exists due to insufficient handling
  of malicious input to 'mod_auth_digest'.","Successful exploitation will allow remote
  attackers to cause a denial-of-service condition.",High,9de9910e-487f-44fc-96fc-eedde20d6fb6
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,Log,b5b595fe-8901-4332-b511-9b1d7b5b46f6
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,Log,1b6073dc-3eab-445b-87d8-5799c4eb21b9
