NVT Name,Summary,Affected Software/OS,target,id
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,34e6f0c5-df54-4b1a-b12f-2958c9d638d1
Response Time / No 404 Error Code Check,"This VT tests if the remote web server does not reply with a 404
  error code and checks if it is replying to the scanners requests in a reasonable amount of time.",,,b0fa62ef-850f-4eb5-b744-df9bc1f60ab6
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,a5240b0d-f4c3-46e3-b40c-6c389e09e373
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,b8faa993-a8b8-4dc2-9a21-aa5ff6cec971
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,1c6cc254-8815-47d3-8d4c-61ed6434c53d
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,88ae2f36-06c9-449a-8b54-b37244253d5c
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,30f439b6-f0f4-42eb-a74c-e06b884f5e70
elFinder Detection (HTTP),HTTP based detection of elFinder.,,,11e15a53-56d8-4389-aeb5-c28820ceeeda
robot.txt / robots.txt exists on the Web Server (HTTP),"Web Servers can use a file called /robot(s).txt to ask search engines
  to ignore certain files and directories. By nature this file can not be used to protect private files
  from public read access.",,Mitigation,6b95f1b8-4e4a-4329-a2c3-1003c08d859f
robot.txt / robots.txt exists on the Web Server (HTTP),"Web Servers can use a file called /robot(s).txt to ask search engines
  to ignore certain files and directories. By nature this file can not be used to protect private files
  from public read access.",,Mitigation,e13635d0-106a-42bc-baab-6ace406bcb4b
jQuery End of Life (EOL) Detection - Linux,"The jQuery version on the remote host has reached the end of
  life (EOL) and should not be used anymore.",,VendorFix,47ec5277-8483-43ce-9e7f-e1db643d3b2b
Gunicorn < 22.0.0 HTTP Request Smuggling Vulnerability,Gunicorn is prone to a HTTP request smuggling vulnerability.,Gunicorn prior to version 22.0.0.,VendorFix,d011fa1d-b008-4abd-8b8e-f7bc45ab2b52
jQuery 1.2 < 3.5.0 XSS Vulnerability,"jQuery is prone to a cross-site scripting (XSS) vulnerability in
  jQuery.htmlPrefilter and related methods.","jQuery versions starting from 1.2 and prior to version
  3.5.0.",VendorFix,20c16bd5-13f2-49b9-9dc1-b32cbf459169
jQuery < 3.4.0 Object Extensions Vulnerability,"jQuery is prone to multiple vulnerabilities regarding property
  injection in Object.prototype.",jQuery prior to version 3.4.0.,VendorFix,725e58d3-5a74-41e8-bd73-d333bfea6c51
jQuery 1.0.3 < 3.5.0 XSS Vulnerability,"jQuery is prone to a cross-site scripting (XSS) vulnerability
  when appending HTML containing option elements.","jQuery versions starting from 1.0.3 and prior to version
  3.5.0.",VendorFix,07d604e4-350a-4f61-bae5-87c815587a4a
jQuery < 3.0.0 XSS Vulnerability,"jQuery is prone to a cross-site scripting (XSS)
  vulnerability.",jQuery prior to version 3.0.0.,VendorFix,0a959d02-d352-41ed-8f82-763ac907635e
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,b0d612ae-c5b2-4b23-bcd9-5efcc86ed709
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,46f2316e-34bd-4c2d-b4ee-ac99074b2b34
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,ac867e76-dd8e-4e91-ba17-f0fb135d9e59
jQuery Detection Consolidation,Consolidation of jQuery detections.,,,eabc9415-3442-4400-b970-5bac5ba567e1
robot.txt / robots.txt exists on the Web Server (HTTP),"Web Servers can use a file called /robot(s).txt to ask search engines
  to ignore certain files and directories. By nature this file can not be used to protect private files
  from public read access.",,Mitigation,d381fe0d-121a-4e72-9e2d-aa6b5ad52e47
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,,,34f3d86d-035b-4a59-a782-a7d4642ecd9b
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,df903c42-52ac-4624-8c24-ae55c355693d
Services,This plugin performs service detection.,,,fa98d8a1-4d35-41bd-8e23-991a25c79134
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,b52bc269-e774-477e-9057-5550b8088fe6
Gunicorn Detection (HTTP),"HTTP based detection of the Gunicorn (Green Unicorn) HTTP
  server.",,,a7908093-6cbb-4511-9d24-3a1fd01e2e8a
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,3945fbe3-1b7a-4f65-a8dc-f38c3928cab7
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,0b9df960-7e36-4e46-9c71-1905c1b46993
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,f0938b86-db1c-4e80-883c-70f18141921e
HTTP Server type and version,"This script detects and reports the HTTP Server's banner
  which might provide the type and version of it.",,,729df751-9979-4201-a805-ecb5d0eeab0f
HTTP Server Banner Enumeration,"This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).",,,8ff656c5-bda6-4fb7-86b7-429ecf6ba1e2
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,9e999883-9869-4467-b480-8f56dc3e02ef
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,fb8d3be2-a306-4881-aee2-af9d3694568e
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,a66415f1-c580-4fe8-8c53-b60d2370ac8d
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,15f9ced2-7539-46a5-a072-83cf71347dd7
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,92519db6-8555-40fe-bcaa-db11e7e8c142
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,9b531bc0-55d9-402e-bd19-dfbaee1bdb73
Services,This plugin performs service detection.,,,e14519b2-9671-4447-8150-8faa3068f49a
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,,,f85bd124-0414-40e3-8247-37487f685062
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,e8b1b24e-cc3f-498d-965d-1adcaa792d7b
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,4eca658c-638f-4253-9b03-30cc01e5349e
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,1d38cb82-6470-4223-a1e5-03585600e74c
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,18aaaf16-ae1e-4769-9bd1-8166f533c5a0
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,d2df4f98-537b-40ca-95a3-9c68a3441cef
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,b58c7ed7-8756-4009-9604-b488896092b4
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,022bb609-a36b-4d75-96d3-6c9b9855d3f5
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,7de117fc-7093-4fc5-ac5f-bd726d0a18ff
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,62d5cc65-4031-4a3b-8dc8-40a15475c4e3
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,bf6da6d3-a537-4e84-80f5-7fe7341eb26f
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,,,bd478e5c-3270-4d1d-acca-a992075c9d66
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,644f00d3-2d98-4f50-9e32-9353101ecd03
Services,This plugin performs service detection.,,,15b62435-4369-441f-bc33-c7a681ea28ab
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,b061daba-dd9e-4ba1-b81f-c4deece52d0f
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,8f4815dd-eafa-49c1-b0cc-c9dd80306fe0
PHP End of Life (EOL) Detection - Linux,"The PHP version on the remote host has reached the end of life
  (EOL) and should not be used anymore.",,VendorFix,e222793a-b209-4cf3-bade-90ac9a30e046
Samba End of Life (EOL) Detection,"The Samba version on the remote host has reached the end of life
  (EOL) and should not be used anymore.",,VendorFix,16615994-f428-4003-bdf7-9102783d76ee
Samba Command Injection Vulnerability (CVE-2025-10230),"Samba is prone to a command injection vulnerability via WINS
  server hook script.","Samba version 4.x prior to 4.21.9, 4.22.x prior to 4.22.5 and
  4.23.x prior to 4.23.2.",VendorFix,970d07b6-5365-40bd-af27-56e60957df09
phpMyAdmin End of Life (EOL) Detection - Linux,The phpMyAdmin version on the remote host has reached the End of Life (EOL) and should not be used anymore.,,VendorFix,d6e0f898-344d-4959-b563-4c4a18654585
Drupal End of Life (EOL) Detection - Linux,"The Drupal version on the remote host has reached the End of
  Life (EOL) and should not be used anymore.",,VendorFix,bfb4efca-8f15-4566-8c65-bcddda9dbe51
ProFTPD mod_copy Unauthenticated Copying Of Files Via SITE CPFR/CPTO Vulnerability (Apr 2015) - Active Check,"ProFTPD is prone to an unauthenticated copying of files
  vulnerability.",,VendorFix,4acb4f2d-1c13-4798-9270-5b02582b1267
Drupal Coder RCE Vulnerability (SA-CONTRIB-2016-039) - Active Check,"Drupal is prone to a remote code execution (RCE)
  vulnerability.",,VendorFix,53db8830-232a-4a3c-8415-3ef620c031f5
jQuery End of Life (EOL) Detection - Linux,"The jQuery version on the remote host has reached the end of
  life (EOL) and should not be used anymore.",,VendorFix,428cdaf9-615b-4c1a-bffa-16c63ce498e9
jQuery End of Life (EOL) Detection - Linux,"The jQuery version on the remote host has reached the end of
  life (EOL) and should not be used anymore.",,VendorFix,27d7dc37-3bec-4c38-a3be-4d779fe2f3de
Samba RCE Vulnerability (SambaCry),Samba is prone to a remote code execution (RCE) vulnerability.,"All Samba Server versions 3.5.0 onwards,

  Samba Server versions 4.4.x before 4.4.14,

  Samba Server versions 4.5.x before 4.5.10, and

  Samba Server versions 4.6.x before 4.6.4",VendorFix,20ecf757-ca91-4c75-8964-340fe265c35f
"phpMyAdmin < 4.9.6, 5.x < 5.0.3 Multiple Vulnerabilities (PMASA-2020-5, PMASA-2020-6) - Linux",phpMyAdmin is prone to multiple vulnerabilities.,phpMyAdmin prior to version 4.9.6 and 5.x prior to 5.0.3.,VendorFix,9a47d2a7-e895-4ea3-833f-3574ef949338
phpMyAdmin < 4.9.2 Multiple Vulnerabilities (PMASA-2019-5) - Linux,phpMyAdmin is prone to multiple vulnerabilities.,phpMyAdmin prior to version 4.9.2.,VendorFix,9a519a4f-e86f-41e7-9afd-6e71e2413cda
phpMyAdmin < 4.8.6 SQL Injection Vulnerability (PMASA-2019-3) - Linux,phpMyAdmin is prone to an SQL injection vulnerability.,phpMyAdmin prior to version 4.8.6.,VendorFix,699c7751-b0de-45f3-ad0a-2b63bd3e2142
PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability,PHP is prone to a denial of service (DoS) vulnerability.,PHP versions through 5.6.27 and 7.0.x through 7.0.12.,WillNotFix,17d370f0-699c-4366-938e-b1715258fe10
PHP <= 7.1.5 Multiple DoS Vulnerabilities,"PHP is prone to multiple denial of service (DoS)
  vulnerabilities.",PHP versions through 7.1.5.,WillNotFix,495193ea-2670-43c2-bc54-353124de72e4
PHP < 5.6.26 DoS Vulnerability - Linux,PHP is prone to a denial of service (DoS) vulnerability.,PHP prior to version 5.6.26 on Linux.,VendorFix,e11f6802-2422-4a0c-a961-3a3974a728fa
"PHP < 5.6.25, 7.x < 7.0.10 Multiple Vulnerabilities (Sep 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.6.25 and 7.x prior to 7.0.10 on
  Linux.",VendorFix,6d5ee61b-33fe-48bb-a5f6-263ab3cf6e64
"PHP < 5.5.38, 5.6.x < 5.6.24, 7.0.x < 7.0.9 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.38, 5.6.x prior to 5.6.24 and 7.x
  prior to 7.0.9.",VendorFix,0cb40a37-c3d3-474d-9a1a-2b4b2161f468
"PHP < 5.5.37, 5.6.x < 5.6.23, 7.x < 7.0.8 Multiple Vulnerabilities (Aug 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.37, 5.6.x prior to 5.6.23 and 7.x
  prior to 7.0.8 on Linux.",VendorFix,621a1a44-a63b-4de6-944b-69687eb4fa7a
"PHP < 5.5.37, 5.6.x < 5.6.23 Multiple Vulnerabilities (Aug 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.37 and 5.6.x prior to 5.6.23 on
  Linux.",VendorFix,12aff3ea-c3f1-41ac-8faa-bd2d5f7f9cd1
"PHP < 5.5.35, 5.6.x < 5.6.21, 7.x < 7.0.6 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.35, 5.6.x prior to 5.6.21 and 7.x
  prior to 7.0.6 on Linux.",VendorFix,02c960ac-51a4-4c5e-9d7e-43dead9270cb
"PHP < 5.5.34, 5.6.x < 5.6.20, 7.x < 7.0.5 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.34, 5.6.x prior to 5.6.20 and 7.0.x
  prior to 7.0.5 on Linux.",VendorFix,2dbef361-139c-46e5-88be-173a2e39e4ad
"PHP < 5.5.33, 5.6.x < 5.6.19 Multiple Vulnerabilities (Apr 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.33 and 5.6.x prior to 5.6.19 on
  Linux.",VendorFix,90cbd17f-88f0-43e8-aff1-320eef4ce67b
"PHP < 5.5.32, 5.6.x < 5.6.18, 7.x < 7.0.3 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.5.32, 5.6.x prior to 5.6.18 and 7.x
  prior to 7.0.3 on Linux.",VendorFix,fc2cf115-4c89-4896-9d73-889565aab6f1
"PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux",PHP is prone to an arbitrary code execution vulnerability.,"PHP prior to version 5.5.27 and 5.6.x prior to 5.6.11 on
  Linux.",VendorFix,fa6c2534-464b-4a1b-a411-630a8e583eae
"PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.4.45, 5.5.x prior to 5.5.29 and 5.6.x
  prior to 5.6.13 on Linux.",VendorFix,4242e32a-2a94-4af8-a8b6-eda9b90abf15
"PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.4.44, 5.5.x prior to 5.5.28 and 5.6.x
  prior to 5.6.12 on Linux.",VendorFix,2fe60684-8eab-49f6-b054-10624b9a9f75
"PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.4.43, 5.5.x prior to 5.5.27 and 5.6.x
  prior to 5.6.11 on Linux.",VendorFix,f7a1bd37-4f7f-422b-a1fb-27145e98ec0a
"PHP < 5.4.42, 5.5.x < 5.5.26, 5.6.x < 5.6.10 Multiple Vulnerabilities (Aug 2016) - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.4.42, 5.5.x prior to 5.5.26 and 5.6.x
  prior to 5.6.10 on Linux.",VendorFix,89378083-c501-489f-aca5-0f6fb25f6db5
ProFTPD <= 1.3.6 Arbitrary File Copy Vulnerability,ProFTPD is prone to an arbitrary file copy vulnerability.,ProFTPD version 1.3.6 and prior.,Workaround,a4621990-3a9d-4ec1-9991-ae7043ffac04
"PHP < 5.4.40, 5.5.x < 5.5.24, 5.6.x < 5.6.8 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 5.4.40, 5.5.x prior to 5.5.24 and 5.6.x
  prior to 5.6.8.",VendorFix,6e2a8d95-882e-40c3-be18-6a854fe47e96
"PHP < 5.3.29, 5.4.x < 5.4.30, 5.5.x < 5.5.14 Multiple Vulnerabilities (Jun/Aug 2014) - Linux",PHP is prone to multiple vulnerabilities.,"PHP versions 5.3.x prior to 5.3.29, 5.4.x prior to 5.4.30 and
  5.5.x prior to 5.5.14.",VendorFix,dfd5e9d8-312d-4991-8c49-29084996f6d5
"PHP 5.x < 5.6.34, 7.x < 7.0.28, 7.1.x < 7.1.15, 7.2.x < 7.2.3 Stack Buffer Overflow Vulnerability (Mar 2018) - Linux",PHP is prone to a stack buffer overflow vulnerability.,"PHP versions 5.x prior to 5.6.34, 7.x prior to 7.0.28, 7.1.x
  prior to 7.1.15 and 7.2.x prior to 7.2.3 on Linux.",VendorFix,1a6dc3eb-09f1-47e2-ab24-5e2424e8f68a
PHP CVE-2019-13224 Use-After-Free Vulnerability - Linux,"PHP is prone to a use-after-free vulnerability in a used
  third-pary library.",PHP version before 7.1.32 and 7.3.x before 7.3.9.,VendorFix,274bd73d-2eef-4f47-9cbf-2d1e38f7ee5a
Drupal Third-party Libraries Vulnerability (SA-CORE-2019-007) - Linux,Drupal is prone to a vulnerability in the 3rd party library Phar Stream Wrapper.,"Drupal 7.x, 8.6.x or earlier and 8.7.0.",VendorFix,851323b9-6cd6-4167-9ceb-3fb701e0b741
"Drupal Multiple Vulnerabilities (SA-CORE-2019-001, SA-CORE-2019-002) - Linux",Drupal is prone to multiple vulnerabilities.,"Drupal 7.x, 8.5.x and 8.6.x.",VendorFix,76a93ff2-bc31-4002-89f9-2ded786ec141
Drupal Core Multiple Vulnerabilities (SA-CORE-2017-003) - Linux,Drupal is prone to multiple vulnerabilities.,"Drupal core version 7.x versions prior to
  7.56 and 8.x versions prior to 8.3.4.",VendorFix,5e625b43-0913-4480-8e36-18773e4c6899
Drupal Core Critical RCE Vulnerability (SA-CORE-2018-004) - Linux,"Drupal is prone to a remote code execution (RCE)
  vulnerability.",Drupal 7.x and 8.x are known to be affected.,VendorFix,14c429e1-541f-4a53-aa97-fbccda148e70
OpenBSD OpenSSH < 9.3p2 RCE Vulnerability,"OpenBSD OpenSSH is prone to a remote code execution (RCE)
  vulnerability in OpenSSH's forwarded ssh-agent.","OpenBSD OpenSSH prior to version 9.3p2.

  The following conditions needs to be met:

  - Exploitation requires the presence of specific libraries on the victim system.

  - Remote exploitation requires that the agent was forwarded to an attacker-controlled system.",VendorFix,2ec3b8e4-aa4a-4ad8-9261-e5940e466191
"Drupal Core Critical RCE Vulnerability (SA-CORE-2018-002) - Linux, Version Check","Drupal is prone to a critical remote code execution (RCE)
  vulnerability.","Drupal core versions 6.x and prior, 7.x prior to 7.58, 8.2.x
  and prior, 8.3.x prior to 8.3.9, 8.4.x prior to 8.4.6 and 8.5.x prior to 8.5.1.",VendorFix,526b0e94-4a9e-4d86-b726-c065c0aad570
OpenSSH < 7.2 X11 Forwarding Security Bypass Vulnerability - Linux,OpenSSH is prone to a security bypass vulnerability.,OpenSSH versions before 7.2 on Linux.,VendorFix,d3efb851-c722-4da9-9e46-abc41d500e55
Apache HTTP Server Multiple Vulnerabilities (Jun 2017) - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Apache HTTP Server 2.2.x before 2.2.33 and
  2.4.x before 2.4.26.",VendorFix,32c3c4ff-ad22-4278-966e-eebcbf89e62a
Apache HTTP Server Multiple Vulnerabilities (Apr 2018) - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"Apache HTTP Server versions from 2.4.1 to
  2.4.4, 2.4.6, 2.4.7, 2.4.9, 2.4.10, 2.4.12, 2.4.16 to 2.4.18, 2.4.20, 2.4.23,
  2.4.25 to 2.4.29.",VendorFix,1955f7c8-467e-46ed-b638-a04a847ae91c
Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,Apache HTTP Server version 2.4.52 and prior.,VendorFix,0ff782b6-9e4a-49b9-b3b9-e282b2dae67e
"PHP < 8.0.30, 8.1.x < 8.1.22, 8.2.x < 8.2.9 Security Update - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 8.0.30, 8.1.x prior to 8.1.22 and 8.2.x
  prior to 8.2.9.",VendorFix,35dc1dc9-d695-4cdc-9a1b-aae6d9f08e90
"PHP < 8.1.29, 8.2.x < 8.2.20, 8.3.x < 8.3.8 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"PHP prior to version 8.1.29, version 8.2.x through 8.2.19 and
  8.3.x through 8.3.7.",VendorFix,fd670d8d-7904-445e-a074-ce921f9482b6
"PHP < 8.1.32, 8.2.x < 8.2.28 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"PHP versions prior to 8.1.32, and 8.2.x prior to 8.2.28.",VendorFix,ce9588df-5ae4-4d12-9017-d6a28d9bed71
"PHP < 8.1.31, 8.2.x < 8.2.26, 8.3.x < 8.3.14 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"PHP versions prior to 8.1.31, 8.2.x prior to 8.2.26 and 8.3.x
  prior to 8.3.14.",VendorFix,6e7ab432-9f71-4873-a84c-52f4d40759b7
Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux,"Apache HTTP Server is prone to a buffer overflow
  vulnerability.",Apache HTTP Server versions through 2.4.51.,VendorFix,182ac2a3-6f16-455d-bf18-5d7826074e24
Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,Apache HTTP Server version 2.4.59 and prior.,VendorFix,0438745d-d634-49ea-bdb9-bdb13f04ffe9
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,Apache HTTP Server version 2.4.53 and prior.,VendorFix,60edff8e-967a-459d-b331-8bcb666065ee
Apache HTTP Server < 2.4.49 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,Apache HTTP Server version 2.4.48 and prior.,VendorFix,650f4861-13da-4f2c-80ab-8ead7479a370
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,"Apache HTTP Server is prone to a HTTP request smuggling
  vulnerability.",Apache HTTP Server versions 2.4.0 through 2.4.55.,VendorFix,db5c8825-714a-464e-bd1e-5ee04cb06b0e
